no,smiles,tm
12728,CC(C1(CC2=CC=CC=C2)CCCCCC1)=NNC3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O,96
12729,O=[N+](C1=C(N(C)N=C(C)CCCCCC)C=C(N(C)N=C(C)CCCCCC)C([N+]([O-])=O)=C1)[O-],96
12730,CCCCCCCCCCCC(C1=CC(OC)=C(OC)C(OC)=C1)=NNC2=CC=C([N+]([O-])=O)C=C2,96
12731,CC([N+]([O-])=O)=CC1=CN(CCC)C2=C1C=CC=C2,96
12732,O=C(NCCCC)C1=CC([N+]([O-])=O)=CC=C1NCCCC,96
12733,O=C(OC)/C(CN1CCCCC1)=C/C2=CC=C([N+]([O-])=O)O2,96
12734,O=[N+](C1=CC=C(N/N=C/CC(C)(C)CCCCC)C([N+]([O-])=O)=C1)[O-],96
12735,O=C(ON1C(C)(C)OCC1(C)C)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,96
12736,O=[N+](C1=CC=C(N2N(C)C3=CCCCC3=N2)C=C1)[O-],96
12737,CCCC/C(C(C1=CC=CC=C1[N+]([O-])=O)=O)=C\N2CCOCC2,96
12738,CC(C(C(C)=O)=C(OC(C1=CC=C([N+]([O-])=O)C=C1)=O)C)=O,96
12739,CC(C1=CC=C([N+]([O-])=O)C=C1)C(N(C)C)C(C2=CC=C(OC)C=C2)=O,96
12740,CN1C(CC2=CC=CC([N+]([O-])=O)=C2)C3=C(C=CC(OC)=C3OCC4=CC=CC=C4)CC1,96
12741,O=[N+](C1=CC=C(C([N+]([O-])=O)=C1)[N+](C)([O-])C)[O-],96
12742,O=C(NC(C(C)C)=O)[C@@H](CC1=CC=CC=C1)N(N=O)CC,96
12743,O=[N+](C1=CC=C(N=NC2=CC=C(N3CCOCCOCCOCCOCCOCCOCC3)C=C2)C=C1)[O-],96
12744,CC(N1N=C(NCCC)C2=C1C=CC=C2[N+]([O-])=O)=O,96
12745,O=C(N(CC)CC)C1=CC=C(C2([N+]([O-])=O)COCOC2)C=C1,96
12746,O=C(OC1(C)CC2CCC1C2(C)C)C3=CC=C([N+]([O-])=O)C=C3,96
12747,C=CC(C)C(CC)/C=N/NC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,96
12748,O=C1COC2=CC=C([N+]([O-])=O)C=C2N1CCN3CCOCC3,96
12749,C/C(C(OC)=O)=C1OC(C2=C\1C=CC=C2[N+]([O-])=O)=O,96
12750,C=CCCC(C)/C=N/NC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,96
12751,CC(OC(C1=CC=CC=C1)C([N+]([O-])=O)C2=CC=CC([N+]([O-])=O)=C2)=O,96
12752,CCCCC(N(C)C)C(NC1=CC=C([N+]([O-])=O)C=C1C)=O,96
12753,O=C(O[C@@H]1CCC=C2CCCC[C@@]12[H])C3=CC=C([N+]([O-])=O)C=C3,96
12754,O=C(O[C@H]1[C@@]2([H])C[C@@]2(C)CC1)C3=CC=C([N+]([O-])=O)C=C3,96
12755,CCC(C)C(C1=CC=CC=C1)CC=NNC2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,96
12756,C=C(C)C=COC(C1=CC=C([N+]([O-])=O)C=C1)=O,96
12757,O=NN=C1N(CC)C2=CC=CC=C2N1CC,96
12758,O=[N+](C1=NON=C1N=NC2=NON=C2N=[N+](C3=NON=C3[N+]([O-])=O)[O-])[O-],96
12759,O=C1O[C@]2([H])[C@]([C@@H](OC)C[C@H](N3C(OC(C4=CC=CC=C4)=C3C5=CC=CC=C5)=O)[C@H]2O[C@@H]6[C@H](NC7=CC=C([N+]([O-])=O)C=C7[N+]([O-])=O)CC[C@@H](CNC8=CC=C([N+]([O-])=O)C=C8[N+]([O-])=O)O6)([H])N1C,96
12760,O=C(OC1CCC[C@@]2([H])[C@]1([H])CCCCC2)C3=CC=C([N+]([O-])=O)C=C3,96
12761,O=C(O[C@H]1[C@](C)(OCC)CC[C@@H](C(C)=C)C1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,96
12762,O=C1[C@@H]([C@@H](C2=CC=CC=C2)C[N+]([O-])=O)CC[C@@H](C(C)(C)C)C1,96
12763,CN(N=O)C1=CC=C(OCCCCOC2=CC=C(N(C(C)=O)C)C=C2)C=C1,96
12764,COC(C1=CC=CC=C1)C2=CC(OC)=CC=C2[N+]([O-])=O,96
12765,N#CC1(C2=CC=CC=C2)N(C)N(C3=CC=C([N+]([O-])=O)C=C3)N=C1C4=CC=CC=C4,96
12766,O=C1OC(C2=CC=CC=C2)(C3=CC=CC=C3)[C@H](C(C)C)N1C([C@@H](CC[N+]([O-])=O)CC(C)C)=O,96
12767,O=[N+](C1=CC=C(C=C1)CCN(C(C)=O)CC2=CC=C(OC)C=C2)[O-],96
12768,O=C(OC1=CC(OC)=CC(CC=C)=C1OC)C2=CC=C([N+]([O-])=O)C=C2,96
12769,O=C(C1=CC=C([N+]([O-])=O)C=C1)C(CC2([N+]([O-])=O)CCCCCC2)CC3([N+]([O-])=O)CCCCCC3,96
12770,O=[N+](C1=CC2=C(C=C1)OC3(NCC4=CC=CC=C4)CCCCC3=C2)[O-],96
12771,C=CN1N=NC=C1[N+]([O-])=O,96
12772,O=[N+](C1=C(C)C=CN=C1N(C(OC(C)(C)C)=O)C(OC(C)(C)C)=O)[O-],96
12773,O=[N+](C1=CN=C(/C=C(C)/CC2([N+]([O-])=O)CCCCC2)N1C)[O-],96
12774,O=C(OC)C(C(OC)=O)C(C1=NC2=CC=CC=C2N1C)C[N+]([O-])=O,96
12775,O=C1C(CC)OC2=CC=C([N+]([O-])=O)C=C2N1CC3=CC=CO3,96
12776,O=C1NC(C2=CC=C(C)C=C2)=C/C1=C(C3=CC=C([N+]([O-])=O)C=C3)/C,96
12777,CN(C)C1=CC=C(C#CC(C#CC2=CC=C([N+]([O-])=O)C=C2)=C(C3=CC=CC=C3)CC4=CC=CC=C4)C=C1,96
12778,CNC(NCCCCC1=NC=CC=C1)=C[N+]([O-])=O,96
12779,O=[N+](CCNC1=CC=C(Br)C=C1)[O-],96
12780,O=[N+]([C@@H]1[C@@H](CC=C)[C@H](OC)O[C@@]2([H])[C@]1([H])O[C@H](C3=CC=CC=C3)OC2)[O-],96
12781,C=C(C1=NNN=C1C2=CC=C([N+]([O-])=O)C=C2)C,96
12782,COC1=CC=C(C2=C(C3=CC=C(OC)C=C3)N=C(/C=C/C4=CC=C([N+]([O-])=O)C=C4)N2)C=C1,96
12783,CCC1=CC([NH+]([O-])C2=C([N+]([O-])=O)C=CN=C2)=CC=C1,96
12784,O=[N+](C1=CC=C(N=NC2=C(C)N=C3C4=C(C5=CC=CC=C5)N(C6=CC=CC=C6)N=C4C(C)=NN32)C=C1)[O-],96
12785,CN1C=C(C(C2=CC=CC(OCC)=C2OCC#CCC)C[N+]([O-])=O)C3=C1C=CC=C3,96
12786,O=[N+](C[C@H]1C[C@@](C)(OC)OC2=C1C=CC=C2OC)[O-],96
12787,[O-][N+]1=C2C(CCCCCC2)C(C3=CC=CC([N+]([O-])=O)=C3)O1,96
12788,O=C([C@]1(C2=CC=CC=C2)N=C(C3=CC=CC=C3)N(CC4=CC=CC=C4)[C@H]1C5=CC=CC=C5)C6=CC=C([N+]([O-])=O)C=C6,96
12789,CCCCCCCCC1=CC(C2=CC=C([N+]([O-])=O)C=C2)=NO1,96
12790,CC(NC[C@@H]1OC(N2C3=CC=C(N4CCN(CC5=CC=CC([N+]([O-])=O)=C5)CC4)C=C3OC[C@]21[H])=O)=O,96
12791,O=[N+](C1=CC=C(C2=NC3=NC4=CC=CC=C4C=C3C=C2)C=C1)[O-],96
12792,O=[N+](C1=CC=CC=C1C2=C(C3=CC=CC=C3)OC4=CC=CC=C24)[O-],96
12793,O=C(C1=CC=CC=C1OCC)C2=NN(C3=CC=CC=C3[N+]([O-])=O)N=C2C4=CC=CC=C4,96
12794,O=C1N(C2=CC=C(OCC3=CC=CC=C3)C=C2)NC(C4=CC=C([N+]([O-])=O)C=C4)NN1C5=CC=CC=C5,96
12795,O=C1C(C2)CCC2C1C3=CC=C([N+]([O-])=O)C=C3,96
12796,O=C(OC1N(C2=CC=C(C)C=C2)C(C3=C1C([N+]([O-])=O)=CC=C3)=O)C4=CC=C([N+]([O-])=O)C=C4,96
12797,O=[N+](C1=CC=C(C=C1)CN2N=C(C3=C(C4=CC=CC=C4)N(C5=CC=CC=C5)C(C6=CC=CN6)=N3)N=N2)[O-],96
12798,CC1=CC=C(/N=N/C2=CC(C)=C(C)C=C2[N+]([O-])=O)C=C1C,96
12799,O=[N+](C1=NN(N=CC2=CC=CC=C2)C(N3CCCCC3)=C1)[O-],96
12800,O=[N+](/C=C/C1=CC(C)=CC=C1OCC2=CC=C(OC)C=C2)[O-],96
12801,O=[N+](C1=CC=C(C2=C(CC3CCCC3)[N+]([O-])=C4C=CC=CN42)C=C1)[O-],96
12802,O=C(OC(C#N)C1=CC=C([N+]([O-])=O)C=C1)C2=CC=C([N+]([O-])=O)C=C2,96
12803,O=[N+](C1=CC2=C(C=C1)N(CC=C)[C@]3([H])CCCC[C@@]3([H])C2)[O-],96
12804,N#CC1=C(C)N=CN=C1OC2=CC=C(OC)C=C2[N+]([O-])=O,96
12805,O=C([C@@H]1N[C@H](C2=CC=CC=C2)[C@H]([N+]([O-])=O)[C@H]1N(C(C3=C4C=CC=C3)=O)C4=O)OC,96
12806,O=[N+](C1=CC(C2=CCN3C(C4=CC(C5=CC=CC=C5)=NN42)=CC6=C3C=CC=C6)=CC=C1)[O-],96
12807,O=[N+](C1=CC=C(C(C2=CNC3=C2C=C(OCC4=CC=CC=C4)C=C3)C5=CNC6=C5C=C(OCC7=CC=CC=C7)C=C6)C=C1)[O-],96
12808,O=C(N1C)N(C)C2=C(NC(C3=CC(OC)=C(OCCN4CCCC4)C=C3[N+]([O-])=O)=N2)C1=O,96
12809,O=C1N(OCC2=CC=CC=C2)C(C3=CC=C([N+]([O-])=O)C=C3)OC1(C)C,96
12810,CC(C(N=O)=CN(C12CC3CC(C2)CC(C3)C1)C)=O,96
12811,O=[N+](C1=CC=CC=C1[C@H]2C3=C4C=CC=CC4=CC=C3O[C@@H]2[N+]([O-])=O)[O-],96
12812,O=C(N1C=C(C(N(OC(C(C)(C)C)=O)C)C[N+]([O-])=O)C2=C1C=CC(OC)=C2)OC(C)(C)C,96
12813,O=C(OC(C)(C)C)N[C@]1(C#N)C(N(CC2=CC=C([N+]([O-])=O)C=C2)C3=C1C=CC=C3)=O,96
12814,O=C1N(C(C)C)C(C2=CC=C([N+]([O-])=O)O2)=NC3=C1C=CC=C3,96
12815,CC1=NN(C2=CC=CC=C2)C=C1C=NC3=CC=C([N+]([O-])=O)C=C3,96
12816,O=[N+](C1=C(/C(C#CC2=CC=C(C=C2)N(C)C)=C/C3=CC=C(C=C3)N(C)C)N(C)N=C1)[O-],96
12817,C[C@@H](OC(C1=CC=C([N+]([O-])=O)C=C1)=O)C/C=C\[C@@H](OC(C2=CC=C([N+]([O-])=O)C=C2)=O)C(C)(C)C,96
12818,O=[N+](C(N1C=CN=C1[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],96
12819,O=[N+](C1=CN(CCC2=CC=CC(OC)=C2)C=N1)[O-],96
12820,CC(C)(C)C(NC1=CC(C)=CC=C1[N+]([O-])=O)=O,96
12821,O=NC1=CC=C(N=[N+]=[N-])C=C1NC2=CC=CC=C2C(C)(C)C,96
12822,O=C(NC1=CC=CC=C1[N+]([O-])=O)C(C2=CN(CCCC)C3=C2C=CC=C3)=O,96
12823,O=C1OC2=C([C@@]3(C)N[C@@H](C4=CC=C([N+]([O-])=O)C=C4)[C@H](C5=CC=CC=C5)[C@]31[H])C(OC)=CC=C2,96
12824,O=[N+](C1=CC=C(NC2C(NC3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O)CCCC2)C([N+]([O-])=O)=C1)[O-],96
12825,O=C(C1=CC=CC=C1)C(C(N2C=CC3=C2C=CC=C3)C4=CC=CC([N+]([O-])=O)=C4)C(C5=CC=CC=C5)=O,96
12826,O=C1C2=CC=C([N+]([O-])=O)C=C2N=C(C3=CC=C(C)C=C3)O1,96
12827,O=C(C1=C(N)OC2=CC=C([N+]([O-])=O)C=C12)C3=CC(OC)=C(OC)C(OC)=C3,96
12828,N#CC1=CC=C(C2=C(C(C3=CC=CC=C3)C[N+]([O-])=O)N4C=CC=CC4=N2)C=C1,96
12829,O=[N+](CC(C1=C(C2=CC=C(C3=CC=CC=C3)C=C2)N=C4C=CC=CN41)C5=CC=CC=C5)[O-],96
12830,O=[N+](CC(C1=C(C2=CC=C3C=CC=CC3=C2)N=C4C=CC=CN41)C5=CC=CC=C5)[O-],96
12831,O=[N+](CC(C1=C(C2=CC=CC=C2)N=C3C(C)=CC=CN31)C4=CC=CC=C4)[O-],96
12832,O=C(OC)C1=CC=C(C(C2=C(C3=CC=CC=C3)N=C4C=CC=CN42)C[N+]([O-])=O)C=C1,96
12833,O=[N+](CC(C1=C(C2=CC=CC=C2)N=C3C=CC=CN31)C4=CC=C(OCC5)C5=C4)[O-],96
12834,O=[N+](CC(C1=C(C2=CC=CC=C2)N=C3C=CC(OC)=CN31)C4=CC=CC=C4)[O-],96
12835,O=[N+](CC(C1=C(C2=CC=CC=C2)N=C3C=CC=CN31)C4=CNC5=C4C=CC=C5)[O-],96
12836,O=[N+](C1=C2C=CC=NC2=C(OCC3=CC=C(C)C=C3)C=C1)[O-],96
12837,O=[N+](C1=C(C)C(NC(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1)[O-],96
12838,O=[N+](C1=CC(N2N=NC(COC3=CC4=C(CCC4)C=C3)=C2)=CC=C1)[O-],96
12839,O=[N+](C1=CC=C(N2C(CC3=CC=CC=C3)CN(CC)CC2)C=C1)[O-],96
12840,O=[N+](C1=CC(C2=NN(CC3=CC=CC=C3)N=C2C)=CC=C1)[O-],96
12841,N#C/C=C(\N=N\C1=CC=CC([N+]([O-])=O)=C1)C2=CC=CC=C2,96
12842,O=C1C[C@](C2=CC=CC=C2)(C)N[C@H](C3=CC=C([N+]([O-])=O)C=C3)C1,96
12843,O=[N+](C1=CC(C)=CC=C1C2=CC(C)=C(C)C=C2OC)[O-],96
12844,O=[N+](C1=CC=C(N2C3(C)CCCCCCC23C)C=C1)[O-],96
12845,CC(C1=C(C)OC(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)=C1C[N+]([O-])=O)=O,96
12846,O=C1N(CC2=CC=CC=C2)C3=C(C=CC=C3)C1=CC4=C([N+]([O-])=O)C(C5=CC=CC=C5)=NO4,96
12847,O=C1C=CC2(OCC(C3=CC=CC([N+]([O-])=O)=C3)=N2)C4=C1C=CC=C4,96
12848,O=C(NCCC)C1=CC([N+]([O-])=O)=CC=C1OC,96
12849,O=C(N(C(C)=O)C1CC(C1)=C)C2=CC=C([N+]([O-])=O)C=C2,96
12850,O=[N+]([C@H]1[C@H](C2=CC=CC=C2OCC3=CC=CC=C3)C4=CC=C5C=CC=CC5=C4O1)[O-],96
12851,O=C([C@H]1[C@]2([H])[C@]([C@@H](C3=CC=CC=C3)OC4=C2C=C(OC)C=C4)([N+]([O-])=O)[C@H](C5=CC=C(OC)C=C5)N1)OC,96
12852,[O-][N+]1=C(C2=CC=CC=C2)C([N+]([O-])=O)=NO1,96.05
12853,O=C1OCC(C)(C)N1N=O,96.1
12854,CCCC(CC(CC)C(OC)=O)=NNC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,96.1
12855,O=C(OC)C(C(C)=O)C(C1=CC=CC=C1)C[N+]([O-])=O,96.11
12856,O=[N+](C1=CC(C(C=C2)(C)C=CC2=O)=CC=C1)[O-],96.15
12857,O=C([C@@]1(/C=C/C2=CC=C([N+]([O-])=O)C=C2)CC(C3=CC=CC=C3)=CC(O1)=O)OC,96.15
12858,O=[N+](C1=CC=C(NC(C2=CC(C3=CC=CC=C3)=C(OC(C)=C4)C4=C2)C5=CC=CC=C5)C=C1)[O-],96.2
12859,O=[N+](C1=CC=CC=C1CN(C(C)=O)C2=CC=CC=C2OC3=CC=CC=C3)[O-],96.25
12860,CCOC1=CC=C(OC2=CC=C(OCC3=CC=CC=C3)C=C2)C([N+]([O-])=O)=C1,96.25
12861,O=C(OC)/C([N+]([O-])=O)=C\NC1=CC=C(C)C=C1,96.25
12862,O=[N+](C1=CC(N=NN(C)C2=CC=CC=C2)=CC=C1)[O-],96.25
12863,O=C(C1=C2C=CC=CC2=CC=C1)C3=CC=CC=C3[N+]([O-])=O,96.25
12864,CC([N+]([O-])=O)(C)CCC(OC)=N,96.25
12865,NC1=CC(C)=C(OC)C([N+]([O-])=O)=C1C,96.25
12866,O=[N+](/C=C/NNC1=CC=CC=C1)[O-],96.25
12867,CC(OC(OC(C)=O)C1=CC=C(ONC)C=C1[N+]([O-])=O)=O,96.25
12868,[O-][N+](CC1=CC=CC(OC)=C1)=CC2=CC=CC=C2,96.25
12869,N#CCCNC1=CC=C(C)C=C1[N+]([O-])=O,96.25
12870,O=[N+](C1=CC(C(C)(C)C)=CC2=C1CCC2(C)C)[O-],96.25
12871,O=[N+](C1=CC=C(NN=CC2=C(OC)C=C(OC)C(C)=C2CCCCCCCCCCCCCCCCC)C=C1)[O-],96.25
12872,O=[N+](C1=CC=C([C@@H]2[C@@](C3)([H])CC[C@@]3([H])[C@@H]2C4=CC=CC=C4)C=C1)[O-],96.25
12873,[N-]=[N+]=CC1=CC=C(N(C)N=O)C=C1,96.25
12874,O=[N+](C1=CC(OCN2N=CC(C3=CC=CC=C3)=N2)=CC=C1)[O-],96.3
12875,O=C(OC1(C2CCCC2)CCCCC1)C3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3,96.35
12876,C=C[N+]([O-])=O,96.5
12877,CC(OC(C1=C(NC(N)=C(C(OC2CN(C(C3=CC=CC=C3)C4=CC=CC=C4)C2)=O)C1C5=CC=CC([N+]([O-])=O)=C5)C)=O)C,96.5
12878,O=[N+](C1=CC=C(C2=NCCO2)C=C1)[O-],96.5
12879,O=NC1=C(C)N(C)N=C1C2=CC=CC=C2,96.5
12880,O=[N+](C1=CC(N2N=CC=C2)=CC=C1)[O-],96.5
12881,O=C(OC)C(C1=CC=C([N+]([O-])=O)C=C1)C(OC)=O,96.5
12882,O=C(N1CCN(C)CC1)C2=CC=CC([N+]([O-])=O)=C2,96.5
12883,NC1=CC(C)=CC([N+]([O-])=O)=C1C,96.5
12884,O=C(C1=CC=C([N+]([O-])=O)C=C1)C(N2CCCCC2)=O,96.5
12885,CCOC1=C2C=CC=CC2=C([N+]([O-])=O)C=C1[N+]([O-])=O,96.5
12886,O=[N+](C1=CC=C(N2N=NN=C2C)C=C1)[O-],96.5
12887,O=[N+](C1=CC(/N=N/C2=CC=CC=C2)=CC=C1)[O-],96.5
12888,O=[N+](C1=CC=C(OC2=CC=C(OC)C=C2)C([N+]([O-])=O)=C1)[O-],96.5
12889,CC1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1[N+]([O-])=O,96.5
12890,O=C(OC(C)(C)C)NC1=CC=C(C2=CC=C(CC)C=C2)C=C1[N+]([O-])=O,96.5
12891,O=[N+](C1=CC=C(C=C1)CN2C=CN=C2C)[O-],96.5
12892,O=C(OC)C1=CC([N+]([O-])=O)=C([N+]([O-])=O)C=C1OCC,96.5
12893,O=[N+](CC1=CC=C(C#N)C=C1)[O-],96.5
12894,CC1=CC([N+]([O-])=O)=C(C([N+]([O-])=O)=C1)N(C)C,96.5
12895,O=[N+](CCC1=C2CCCCN2C3=CC=C(OC)N=C13)[O-],96.5
12896,O=[N+](C1=CC=CC=C1C2NCCC3=C2NC4=C3C=CC=C4)[O-],96.5
12897,O=[N+](C1=CC=C(C=C1)CN2N=NC(C3=CC=C(OC)C=C3)=C2)[O-],96.5
12898,O=[N+](C1=CC=C2C(N(CCN(CC)CC)C(CC3=CC=C(OCC)C=C3)=N2)=C1)[O-],96.5
12899,N#CC(N1CCOCC1)C2=CC=C([N+]([O-])=O)C=C2,96.5
12900,CC1=C(N=O)C(C)=CC(N(C)C)=C1,96.5
12901,O=[N+](C1=CC=C(NCCCCCC)C2=NON=C21)[O-],96.5
12902,COC1=C(N)C([N+]([O-])=O)=C2C=CC=CC2=C1,96.5
12903,O=[N+](C1=C(C)C([N+]([O-])=O)=C(C(C)(C)C)C([N+]([O-])=O)=C1)[O-],96.5
12904,O=[N+](C1=CN=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C#N)C=C1)[O-],96.5
12905,O=C(NCCCCCCCCCCCC)C1=CC=C([N+]([O-])=O)C=C1,96.5
12906,O=[N+](C1=CC=C(N2CC=CC2)C(OC)=C1)[O-],96.5
12907,O=C(N(CC)CC)C(C1=CC=C([N+]([O-])=O)C=C1)=O,96.5
12908,O=[N+](N(CC#N)CC#N)[O-],96.5
12909,O=[N+](C1=C2C=CC=CC2=C(N=[N+]=[N-])C=C1)[O-],96.5
12910,O=[N+](N(C)C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C(OC)=C1[N+]([O-])=O)[O-],96.5
12911,O=[N+](C1=CC(C)=CC=C1C2=NC=CC=C2)[O-],96.5
12912,O=[N+](C1=C(NC)N=CN=C1N(C)C)[O-],96.5
12913,CCC(CC(C)(C)C)=NNC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,96.5
12914,O=[N+](C1=CC=C(C2=C(OC)OC(CC)=N2)C=C1)[O-],96.5
12915,O=C(OC(C)=O)C(C1=CC=C([N+]([O-])=O)C=C1)=[N+]=[N-],96.5
12916,CC(NC1=CC=CC(OCC2=CC=CC([N+]([O-])=O)=C2)=C1)=O,96.5
12917,O=C1CCCC2=C1C(C3=CC=CC=C3)C([N+]([O-])=O)O2,96.5
12918,CC1=CC=C(C=C1)C=C([N+]([O-])=O)C2=CC=C(C)C=C2,96.5
12919,CC1=CC(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1[N+]([O-])=O,96.5
12920,O=NC1=C2C=CC=CC2=CC=C1NCCCC,96.5
12921,O=[N+](CC=NC1=CC=CC=C1)[O-],96.5
12922,O=[N+](C1=CC=C(C(NC2=CC=CC=C2)C[N+]([O-])=O)C=C1)[O-],96.5
12923,O=[N+](C1=CC=C(OCC2=CC=CC=C2)C=C1/C=C/N3CCCC3)[O-],96.5
12924,O=[N+](CC(C1=CNC2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3)[O-],96.5
12925,CC1=NN(N=O)C(C2=CC=CC=C2)C1,96.5
12926,O=[N+](C1=CC=C(C(C(C(C2=CC=CC=C2)=O)=O)=O)C=C1)[O-],96.5
12927,[N-]=[N+]=NC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C(N=[N+]=[N-])=C1,96.5
12928,O=C1C(C)(C)C2([N+]([O-])=O)CCC1(C)C2,96.5
12929,O=C(NCCCCC)NC1=C(C)C=CC=C1OCCCN2C=C(C3=CC=CC=C3[N+]([O-])=O)N=C2,96.5
12930,O=C(C1=CC(C)=CC=C1[N+]([O-])=O)C2=CC=CC=C2,96.5
12931,O=C(OC)C1=CC=CC([N+]([O-])=O)=C1NCC2=CC=CC=C2,96.5
12932,O=[N+](C1=C2N=CC=C(CC)C2=CC=C1)[O-],96.5
12933,CC1=NON=C1C2=CC=C(OC)C([N+]([O-])=O)=C2,96.5
12934,O=[N+](C1=CC=C(C=NN2CCN(CC3=CC=CC=C3)CC2)O1)[O-],96.5
12935,O=C1OCC([N+]([O-])=O)(NC)CN1CC2=CC=CC=C2,96.5
12936,O=[N+](C1=C(N2CCN(CC3=CC=CC=C3)CC2)C=CN=C1)[O-],96.5
12937,CC(CC1=CC=CC=C1)=NNC2=CC=CC=C2[N+]([O-])=O,96.5
12938,O=[N+](C1=CC=C(NN=CCC2CCCCCC2)C([N+]([O-])=O)=C1)[O-],96.5
12939,O=C1C([N+]([O-])=O)=CC(C)=C(C)O1,96.5
12940,C#CC(OC1=CC=C([N+]([O-])=O)C=C1)C,96.5
12941,CC(C)([N+]([O-])=O)C(C)(C1=CC=NC=C1)C,96.5
12942,O=[N+](C1=CC(C(C)=O)=CC=C1OC2=C(OC)C=CC=C2OC)[O-],96.5
12943,O=[N+](C=CC1=CC(OCC2=CC=CC=C2)=CC(OCC3=CC=CC=C3)=C1)[O-],96.5
12944,O=[N+](C1=CC=C(OC)C=C1C#C)[O-],96.5
12945,O=[N+](C1=C(C2=CC=CC=C2OC)C(C)=CC=C1)[O-],96.5
12946,CC(C1=CC(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1[N+]([O-])=O)C,96.5
12947,O=C(N(CC1=CC=CC=C1)N=O)NC2=CC=C(C)C=C2[N+]([O-])=O,96.5
12948,O=NC1=CC2=C(C=C1)N(CC)C3=C2C=CC=C3,96.5
12949,O=[N+](C1=CC([C@@H]2[C@@H](C(C3=CC=CC=C3)=O)N2C(C)C)=CC=C1)[O-],96.5
12950,O=[N+](C1=CC(C(OC2=CC=C([N+]([O-])=O)C=C2)=NC3=CC=CC=C3)=CC=C1)[O-],96.5
12951,O=C1N(C2=CC=CC=C2[N+]([O-])=O)N=C(CCCCC)N1CC3=CC=C(C4=CC=CC=C4C5=NNN=N5)C=C3,96.5
12952,CC(ONC(C1=CC=C([N+]([O-])=O)C=C1)=O)(C)CCCCCCC,96.5
12953,CN(C1=C2C=C([N+]([O-])=O)C=CC2=NC(N(CC)CC)=N1)C,96.5
12954,O=C(N1C[C@@]2([H])CCCC[C@@]2([H])C1)C3=CC=C([N+]([O-])=O)C=C3,96.5
12955,ON=CC1=CC=CC=C1[N+]([O-])=O,96.5
12956,O=[N+](C1=NN(C(C)(C)C)C=N1)[O-],96.5
12957,N#CC(C(C1=CC=CC=C1OC)C[N+]([O-])=O)C#N,96.5
12958,O=C(C1(C[C@@H]([N+]([O-])=O)C)CCC2=CC=CC=C2)OC(C)(C)OC1=O,96.5
12959,O=C(N(C(C1=CC=C([N+]([O-])=O)C=C1)C2)OC2=O)OC(C)(C)C,96.5
12960,O=C1N(C)C2=C(C=C([N+]([O-])=O)C=C2)N=C1C3=CC=C(C)C=C3,96.5
12961,COC1=CC=CC=C1C=C([N+]([O-])=O)C2=CC=C(OC)C=C2,96.5
12962,O=[N+](C1=CC(CN2C=CC=C2)=CC=C1N3CCCC3)[O-],96.5
12963,O=[N+](C1=C(OC(C)(C)C2C)C2=CC([N+]([O-])=O)=C1)[O-],96.5
12964,O=[N+](C1=CN=C2C(C3N(C)CCC3)=CC=CN21)[O-],96.5
12965,O=C1OC(C([N+]([O-])=O)CC)C2=C1C=C([N+]([O-])=O)C=C2,96.5
12966,O=[N+](C1=CC=C(NN=CC(C)C#CC2=CC=CC=C2)C([N+]([O-])=O)=C1)[O-],96.5
12967,O=C1C(OC(C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)=O)=C(CC=C)OC(C)=C1,96.5
12968,O=[N+](C1=C([NH+]([O-])CCCCCCCCCCCC)C=NC=C1)[O-],96.5
12969,O=[N+](C1=CC=CN=C1N2CCCC3=C2C=CC=C3)[O-],96.5
12970,O=[N+](C1=CC=C(N2N(C)C[C@H](C)[C@H]2C)C([N+]([O-])=O)=C1)[O-],96.5
12971,O=C(C1=C([N+]([O-])=O)N=C(CC)N1CCC)NCCCC,96.5
12972,O=NN1C(CN(CC)CC)CN2C3=C1C=CC=C3N=C2C,96.5
12973,O=[N+](C1=CC=C(N/N=C2C=C(CC)CC(C)(CC)C\2C)C([N+]([O-])=O)=C1)[O-],96.5
12974,O=C1N(CC2=CC=C([N+]([O-])=O)C=C2)C(C(C3=CC=CC=C3)(C)N1CC=C)=O,96.5
12975,O=NC1C(CCCC2)N2CC3=CC=C(OC)C(OC)=C3N1,96.5
