no,smiles,tm
8153,CCN(C(C1=CNC2=C1C=CC=C2)C3=CC=CC([N+]([O-])=O)=C3)C4=CC=CC=C4,87.5
8154,O=[N+](C1=CC=C(C2(C)C(NC(C)(C)C)=NC3=C(C=CC=C3)N2)C=C1)[O-],87.5
8155,O=C(OC)C(C1=CC([N+]([O-])=O)=CC=C1C(NC(C)(C)C)=O)C(OC)=O,87.5
8156,O=C(NC1=CC=C(OC)C=C1)[C@@H](N)CC2=CC=C([N+]([O-])=O)C=C2,87.5
8157,O=C([C@@]1(C2=CC=C([N+]([O-])=O)C=C2)[C@@](CC[C@H]3C(OC)=O)([H])N3C=N1)OC,87.5
8158,COC1=C(OC)C(OC)=CC(CNCC2=CC(OC)=C(OCC3=CC=CC=C3)C=C2[N+]([O-])=O)=C1,87.5
8159,O=[N+](C1=CC=CC=C1N/N=C2C3(C)OC3CCC/2)[O-],87.5
8160,O=[N+](C=CC12CC3CC(C2)CC(C3)C1)[O-],87.5
8161,O=[N+](C[C@@H]1NC2=CC=CC=C2OC3=CC=C4C=CC=CC4=C13)[O-],87.5
8162,CC(N=NC1=NON=C1C2=CC=CC=C2)([N+]([O-])=O)C,87.5
8163,O=[N+](C1=CC=CC=C1C2=CC3=C(C)C=CC(C(C)C)=CC3=C2C)[O-],87.5
8164,O=[N+](C1=NN(C(C)(C)C)C(C)=N1)[O-],87.5
8165,N#CC1=NC(C)=NN1C2=CC=CC=C2[N+]([O-])=O,87.5
8166,O=C(OC)C(NNC(C1=CC=CO1)=O)C[N+]([O-])=O,87.5
8167,O=C(OC)C(C1=CC=CC=C1)([N+]([O-])=O)C(C2=CC=CC=C2)=O,87.5
8168,O=C(OC(C)(C)C)N(C)C1=CC=CC=C1[N+]([O-])=O,87.6
8169,O=[N+](C1=C(C)C=CC2=C1C3C=CC2O3)[O-],87.6
8170,NC1=CC=C([N+]([O-])=O)C(OC)=C1OCC2=CC=CC=C2,87.7
8171,O=C(OC(CC(C)(C)C)(CC(C)(C)C)CC(C)(C)C)C1=CC=C([N+]([O-])=O)C=C1,87.7
8172,O=C(N(C)C1=CC(C)=NN1C2=CC=CC(C)=C2)C3=CC=CC=C3[N+]([O-])=O,87.7
8173,O=[N+](C1=C(OCC2=CC=CC=C2)C=CC=C1OCC3=CC=CC=C3)[O-],87.75
8174,COC1=CC=CC=C1OC2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,87.75
8175,C=C(C1=CC=C(OC)C=C1)C2=CC=C([N+]([O-])=O)C=C2,87.75
8176,O=C(C1=CC=C([N+]([O-])=O)C=C1)C2=CC(C)=CC=C2C,87.75
8177,O=[N+](C1=CC=CC=C1N2N=NC(C(OC)=O)=C2C(OC)=O)[O-],87.75
8178,[O-][N+](C(CC1=CC=CC=C1)C)=CC2=CC=CC=C2,87.75
8179,O=C(N=[N+]=[N-])C1=CC=CC=C1OC2=CC=C([N+]([O-])=O)C=C2,87.75
8180,CC1=C(N)C=C(ONC)C=C1[N+]([O-])=O,87.75
8181,NC1=CC([N+]([O-])=O)=C(C(C)(C)C)C=C1[N+]([O-])=O,87.75
8182,O=C(OC(C)CC)NC1=CC=CC([N+]([O-])=O)=C1,87.75
8183,O=[N+](C1=CCC[C@@]2([H])CO[C@H](C3=CC=CC=C3)O[C@@]21[H])[O-],87.75
8184,O=C(C1=CC=C([N+]([O-])=O)C=C1)N2C3=CC=CC=C3CCCCC2,87.75
8185,CC(C(OC1=CC=C([N+]([O-])=O)C=C1)C(OC)=O)=O,87.75
8186,O=C(O)OC[C@@H]1[C@@H](C2=CC=CC([N+]([O-])=O)=C2)N1C(C)C,87.75
8187,O=[N+](N1CN(CCCC)CN([N+]([O-])=O)CCC1)[O-],87.75
8188,N#CCCN([N+]([O-])=O)CCCCCCN([N+]([O-])=O)CCC#N,87.75
8189,O=C(OC1[C@]2([H])C(C)(C)C2CCC1=C)C3=CC=C([N+]([O-])=O)C=C3,87.75
8190,O=C(OC(C[N+]([O-])=O)C(C)C)NC1=C2C=CC=CC2=CC=C1,87.75
8191,C/C(C1=CC=C(CC(CCC)CCCCCCCCC)C=C1)=N\NC2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,87.75
8192,O=C(C12CC3(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CC(C2)CC(C3)C1)OC,87.75
8193,CC1=NC2=CC=C(OC3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O)C=C2C=C1,87.75
8194,CC(OC1=CC=C([N+]([O-])=O)C=C1C)=O,87.8
8195,O=[N+](C1=CNN=C1[N+]([O-])=O)[O-],87.82
8196,O=[N+](C(CC)=CC1=CC=C(N(C)C)C=C1)[O-],87.85
8197,CC([N+]([O-])=O)=CC1=CC=C2C=C(OC)C=CC2=C1,87.9
8198,O=C(OC(CC1=CC=CC=C1)C)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,87.9
8199,O=[N+](C1=C(OC2=C(C)C=CC=C2CC=C)C([N+]([O-])=O)=CC(C(OC)=O)=C1)[O-],87.9
8200,C[C@@H](N1C(N(C)C(C([N+]([O-])=O)=C1)=O)=O)C(OC)=O,87.9
8201,O=C(CN1CCCCC)N(CCC)C2=CC=C([N+]([O-])=O)C=C2C1=O,87.9
8202,O=[N+](C1=CC=C(C=C1)NCCOC)[O-],87.95
8203,CC(C1=C([N+]([O-])=O)C=CC=C1C(C)(C)C)(C)C,87.95
8204,NC1=CC=CC(C)=C1[N+]([O-])=O,88
8205,O=[N+](C1=NC(C)=CC=C1OC)[O-],88
8206,O=[N+](C1=C(OC)C=C(OC)C(OC)=C1)[O-],88
8207,O=C(NC(C)C)C1=CC=C([N+]([O-])=O)C=C1,88
8208,CC1=CC=C(C2=NC3=CC([N+]([O-])=O)=CC=C3N2)C=C1,88
8209,O=[N+](C1=CC=CN=C1NC2=CC=C(OC)C=C2)[O-],88
8210,N#CCC1=CC=C([N+]([O-])=O)C(OC)=C1,88
8211,O=[N+](C1=CC2=C(C=C1)C(CC)=CN2)[O-],88
8212,O=[N+](C1=CC=CC=C1C=CC#N)[O-],88
8213,N#CC1=CC=C([N+]([O-])=O)N1C,88
8214,C=CC1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1,88
8215,O=[N+](C1=C2N=C(C3=CC=CC=C3)C=CC2=CC=C1)[O-],88
8216,C=CC1=CC(OC)=C(OC)C=C1[N+]([O-])=O,88
8217,O=[N+](/C(C)=C/C1=CC(OC)=CC(OC)=C1)[O-],88
8218,O=[N+](C1=CC=C(OC2C(C(C)C)CC[C@@H](C)C2)C([N+]([O-])=O)=C1)[O-],88
8219,O=C(C1=CC=C(C)C=C1C)C2=CC=C([N+]([O-])=O)C=C2,88
8220,CCN(CCN1C2=CC=C([N+]([O-])=O)C=C2N=C1CC3=CC=CC=C3)CC,88
8221,O=C(C1=CC=C(NC2=CC=CC=C2[N+]([O-])=O)C=C1)C3=CC=CC=C3C,88
8222,O=[N+](C1=CC=C(C#CCOC2=CC=CC=C2)C=C1)[O-],88
8223,O=C(OC)C1=CN=CC([N+]([O-])=O)=C1,88
8224,N#CC(N1CCOCC1)C2=CC=CC([N+]([O-])=O)=C2,88
8225,O=[N+](C1=C(C)C=C(C2=CC=CC=C2)C=C1C)[O-],88
8226,O=C(C1=CC=CC=C1[N+]([O-])=O)C2=CC=CO2,88
8227,O=C(NC(C)(C)C)C(C1=CC=C([N+]([O-])=O)C=C1)=O,88
8228,O=[N+](C1=C2C=CC=CC2=C(N(CC)CC)C([N+]([O-])=O)=C1)[O-],88
8229,O=C1C(C)(C)C2CC([N+]([O-])=O)C1(C)C2,88
8230,O=C(OC)C1=CC([N+]([O-])=O)=C(N(C)N=O)C([N+]([O-])=O)=C1,88
8231,O=[N+](C1=CC=C(OC2=NN(C(OC)=O)N=N2)C=C1)[O-],88
8232,O=C(OC(C)(C)C)C(C1=CC(OC)=CC=C1[N+]([O-])=O)C(OC(C)(C)C)=O,88
8233,O=NN1CCCC(C2CCCCN2N=O)C1,88
8234,O=C1N(C2=CC=CC=C2)NC(C)=C1C(C3=CC=CC=C3)C[N+]([O-])=O,88
8235,CC([N+]([O-])=O)=CC1=CC(OC)=CC(OC)=C1OC,88
8236,C=CC(NC(C)(C)C)=NC1=CC=C([N+]([O-])=O)C=C1,88
8237,O=[N+](N(CCCO[N+]([O-])=O)CN([N+]([O-])=O)CCCO[N+]([O-])=O)[O-],88
8238,O=C1O[C@]2(O[C@H](C3=CC=C([N+]([O-])=O)C=C3)O[C@H](C4=CC=C([N+]([O-])=O)C=C4)C2)C=C1,88
8239,CC1=CC=C(C#CC2=CC=CC=C2/C=C/[N+]([O-])=O)C=C1,88
8240,O=C(OC(C1=CC=C([N+]([O-])=O)C=C1)C(NCC2=CC=C(OC)C=C2)=O)C3=CC=CC=C3,88
8241,O=C(OC(C)CN1C([N+]([O-])=O)=CN=C1C)C2=CC=C(C3CC(C4=CC=CC=C4)=NN3C(C)=O)C=C2,88
8242,O=C1C=CC([N+]([O-])=O)=CN1C(C)C,88
8243,O=[N+](C1=CC=C(OC)C=C1C2=CC=CN=C2)[O-],88
8244,O=C1N(C)C(C([N+]([O-])=O)=C(CNC(C)C)N1C)=O,88
8245,CCN(C1C(CC)N=NN1C2=CC=C([N+]([O-])=O)C=C2)CC,88
8246,O=C1OC(C)(C(C)(C)C)CN1N=O,88
8247,CCCC([N+]([O-])=O)(CCC)CC1=CNC2=C1C=CC=C2,88
8248,O=[N+](C1=COC([N+]([O-])=O)=C1)[O-],88
8249,CC1=CC=C(NN=C([N+]([O-])=O)CC)C=C1,88
8250,CC(OC(C)CN(CC(OC(C)=O)C)C1=CC=C(N=NC2=CC=C([N+]([O-])=O)C=C2)C(NC(C)=O)=C1)=O,88
8251,CC([N+]([O-])=O)(C)COC(C)(OCC([N+]([O-])=O)(C)C)C,88
8252,CCC1=C([N+]([O-])=O)C(CC)=C(CC)C(CC)=C1CC,88
8253,O=C(C1CCCC2=C1C=CC=C2[N+]([O-])=O)OC3=CC=C(C)C=C3,88
8254,CC(NC1=CC=C(OC)C=C1)=C[N+]([O-])=O,88
8255,O=C(C1=CC=CC=C1)C=C([N+]([O-])=O)C2=CC=C(C)C=C2,88
8256,O=[N+](/C(C1=CC=CC=C1)=C(C2=CC=C(OCCN(CC)CC)C=C2)/C3=CC=CC=C3)[O-],88
8257,O=C(OOC(C(C)(C)C)(C)C)C1=CC=C([N+]([O-])=O)C=C1,88
8258,CC(OC1C(C#N)=CC([N+]([O-])=O)(C)C(C)=C1)=O,88
8259,NC1=CC=CC=C1NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C(C)=C2,88
8260,COC1=CC=CC=C1/C=C/C2=CC=CC([N+]([O-])=O)=C2,88
8261,O=C1/C([C@H](C)CC/C1=C\C2=CC=CC=C2)=C/C3=CC=CC([N+]([O-])=O)=C3,88
8262,NCC1=C([N+]([O-])=O)C=CC=C1[N+]([O-])=O,88
8263,CC(C(C1=CC=C([N+]([O-])=O)C=C1OC)=O)=O,88
8264,O=C(OC1=CC(C)=CC=C1C)C2=CC=C([N+]([O-])=O)C=C2,88
8265,O=C(OC1=CC=CC(C)=C1CC)C2=CC=C([N+]([O-])=O)C=C2,88
8266,O=[N+](C1=CC=C(N=C(N(C)C)C2=CC=C(OC)C=C2)C=C1)[O-],88
8267,C/C(N)=C([N+]([O-])=O)/C(OC)=O,88
8268,O=[N+](C1=CC=C2C(C3)CC3CNC2=C1)[O-],88
8269,O=C1N(C2=CC=CC=C2)C(N=NC3=CC=C([N+]([O-])=O)C=C3)(C)C1(C)C,88
8270,O=[N+](C[C@@H]1C[C@@H](C)N(C2=CC=CC=C2)N1C(C)=O)[O-],88
8271,O=C(C1=C2OC(C)(C(C)(C)C)OC2=CC=C1[N+]([O-])=O)OC,88
8272,O=[N+](C1=C2C(CC(C)CC3)=C3OC2=CC([N+]([O-])=O)=C1)[O-],88
8273,O=C(OC1CCN(CC2=CC=CC=C2)CC1)C3=CC=C([N+]([O-])=O)C=C3,88
8274,O=C(OC)C1=CN=C(N2CCCC2)C([N+]([O-])=O)=C1,88
8275,O=C1C(OC)=C([N+]([O-])=O)OC=C1,88
8276,CC=CC1=C([N+]([O-])=O)C=C2OCOC2=C1,88
8277,O=NN(C)C1=CC(C)=C2N=CC=CC2=C1,88
8278,O=[N+](C1=CC(C(C)C)=C2C=CC=NC2=C1C)[O-],88
8279,O=[N+](C1=CC=C(N2C(C)=CC3=C2CCCC3)C=C1)[O-],88
8280,O=C1N(CCCCCCCCCC)C(C2=C1C=CC([N+]([O-])=O)=C2)=O,88
8281,O=C1OCC(C2=CC=CC=C2[N+]([O-])=O)=C1OC(C3=CC=CC=C3)=O,88
8282,O=C1OC(OCC)C2=C1C(OCC)=C(OC)C=C2[N+]([O-])=O,88
8283,O=C(N1CCOC2=C([N+]([O-])=O)C=C(C)C=C2[N+]([O-])=O)C3=CC=CC=C3C1=O,88
8284,CCCCCC([N+]([O-])=O)CCC(C1=NC=CC=C1)C=NN,88
8285,O=[N+](C1=CC=C(NCN2CCOCC2)NC1)[O-],88
8286,CCC([N+]([O-])=O)CN1CN(C)CC([N+]([O-])=O)(CC)C1,88
8287,O=CC1=CC=C([N+]([O-])=O)C=C1,88
8288,O=C1N(CCCN2CCOCC2)C3=CC=CC=C3OC4=CC=C([N+]([O-])=O)C=C14,88
8289,O=[N+](C1=NN(C2=CC=CC(OC)=C2)N=C1)[O-],88
8290,O=[N+](C1=C(N=[N+]=[N-])C=C2N=C(C)N(C)C2=C1)[O-],88
8291,O=[N+](C1=CC=C(N/N=C/C=C/C(C)C(OCC)/C=C/C(C)C(OCC)/C=C/C)C([N+]([O-])=O)=C1)[O-],88
8292,CC(C(C(C)=O)CC=C(C)CC1=CC=CC=C1)=NN(C2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O)C3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O,88
8293,O=[N+](C1=CC=C(C2=NOC(CN(C)C(C)CC3=CC=CC=C3)=N2)O1)[O-],88
8294,O=[N+](C1=C(C)C=CC2=C1C(CC)=NO2)[O-],88
8295,O=[N+](C1=C2C(C3CN(CC)CCC3(OCC)O2)=CC=C1)[O-],88
8296,O=C1OC(/C=C/C2=CC=C([N+]([O-])=O)O2)=NN1CN(CCC)CCC,88
8297,O=[N+](C1=CC2=C(N3C(CCC3)C2C)C=C1C)[O-],88
8298,O=[N+]([C@H]1[C@H](C2=CC=CO2)O[C@@H](C3=CC=CC=C3)O[C@H]1C)[O-],88
8299,O=C1N(C2=CC=C(C)C([N+]([O-])=O)=C2)C(CC13CCCC3)=O,88
8300,CCCCCC1=CC=NC2=C(OC)C=C([N+]([O-])=O)C(OC)=C12,88
8301,O=C(C1=C(CC)OC2=CC=CC=C12)C3=CC=CC([N+]([O-])=O)=C3,88
8302,O=C(OO[C@@H]1[C@H](OC)OCCC1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,88
8303,CCCCCCCCCCCCCCCCCC[N+]([O-])=[N+]([O-])CCCCCCCCCCCCCCCCCC,88
8304,O=[N+](C1=CC=CC=C1OC2=C(C)C(OC)=CC=C2)[O-],88
8305,O=[N+](C1=CC(/C=N/C(OCC)C2=CC=C([N+]([O-])=O)C=C2)=CC=C1)[O-],88
8306,COCC1=C2C=CC=CC2=C([N+]([O-])=O)C=C1N,88
8307,CC(OC1(CC)C([N+]([O-])=O)C2=C(C=CC=C2)C1)=O,88
8308,O=[N+](C1=CC(CC(C([2H])([2H])[2H])C)=CC=C1CC(C([2H])([2H])[2H])C)[O-],88
8309,O=[N+](C1=CC=C(OCCCC2=CC=C(OC)C=C2)C=C1)[O-],88
8310,CC1=CC=CC=C1C2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,88
8311,C/C=C/C=NOC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,88
8312,C/C(C1=CC=CC([N+]([O-])=O)=C1)=C(C)/C2=CC=CC([N+]([O-])=O)=C2,88
8313,O=C(C1=CC=C([N+]([O-])=O)C=C1)C(N=[N+]=[N-])OC,88
8314,CC(C)(C)CC(C)(C)CC(C1=CC=C(OC(C2=CC=C([N+]([O-])=O)C=C2)=O)C=C1)(C)C,88
8315,O=C(OC(C)(C1=CC=C(C)C(C)=C1)C)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,88
8316,COC1=CC=C([N+]([O-])=O)C(N)=C1OC,88
8317,O=[N+](C1=CC(N)=C(C(C)C)C=C1CC)[O-],88
8318,NC1=CC=C(C=C1)CN(N=O)C2C(C(C)C)CC[C@@H](C)C2,88
8319,O=[N+](C1=CC(N=NN(CC)C2=CC([N+]([O-])=O)=CC=C2C)=CC=C1)[O-],88
8320,CC(CCCCCCCC(C)=NNC1=CC=C([N+]([O-])=O)C=C1)=NNC2=CC=C([N+]([O-])=O)C=C2,88
8321,O=[N+](C1=CC=C(C=C1)C=NN=C(C)C)[O-],88
8322,NC1=CC=C(CCCCC)C([N+]([O-])=O)=C1,88
8323,CC(C1=CC=C(N(C)C2=CC=CC=C2)C([N+]([O-])=O)=C1)=O,88
8324,CC(C1=CC=C(OC2=CC=C([N+]([O-])=O)C=C2)C=C1C)=O,88
8325,O=C(O)C(OC1=CC=CC=C1)C(NC2=CC=CC=C2[N+]([O-])=O)=O,88
8326,O=C(C1=CC=CC=C1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2C,88
8327,O=C(OC1=CC(C)=CC=C1CC)C2=CC=C([N+]([O-])=O)C=C2,88
8328,O=[N+](C1=CC=C(NN=CCCCOC)C([N+]([O-])=O)=C1)[O-],88
8329,O=C(C1=CC=CC([N+]([O-])=O)=C1C2=CC=CC=C2C(OC)=O)OC,88
8330,CC1=CC=C(C=C1)N=CC2=C([N+]([O-])=O)C=CC(OC)=C2OCC,88
8331,CC([N+]([O-])=O)C(OC(C)=O)C1=CC=C2C=CC=CC2=C1OC,88
8332,O=[N+](C1=CC=C(C=C1)C=NN(C2CCCCC2)C3=CC=CC=C3)[O-],88
8333,O=[N+](C1=CC=C(C=C(C2=CC=C(OCC)C=C2)C3=CC=C(OCC)C=C3)C=C1)[O-],88
8334,CCC(CC)=NN(C1=C2C=CC=CC2=C([N+]([O-])=O)C=C1[N+]([O-])=O)C,88
8335,O=C(OC1CC(C=C)=C(C)CC1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,88
8336,COC1=C([N+]([O-])=O)C(C)=C([N+]([O-])=O)C(C(C)(C)C)=C1[N+]([O-])=O,88
8337,CCCC(CC)C(C1=CC=CC=C1)=NNC2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,88
8338,O=C(OC1(CCCC2CCCCC2)CCCCC1)C3=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C3,88
8339,O=C(OC12CCCCC1CCC2OC(C3=CC=C([N+]([O-])=O)C=C3)=O)C4=CC=C([N+]([O-])=O)C=C4,88
8340,CC1=CC=CC2=C(C)C=C(C)C(C)=C12.CC3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O,88
8341,O=[N+](C1=CC=C2C(NCCCN(C)C)=CC=NC2=C1)[O-].[H]O[H],88
8342,O=C(N(C1=CCCC1)N(C)C)C2=CC=C([N+]([O-])=O)C=C2,88
8343,O=C(OC)/C(CN1CCN(C)CC1)=C/C2=CC=C([N+]([O-])=O)O2,88
8344,COCCCN1CCN(C2=CC=C([N+]([O-])=O)C=C2OC)CC1,88
8345,O=C(O[C@@H]1[C@@H](C)C[C@H](C(C)C)CC1)C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2,88
8346,O=C(C1=CC=C([N+]([O-])=O)C=C1)C(CN2CCCCC2)CN3CCOCC3,88
8347,O=C(OC1=CC(OC)=CC=C1OC)C2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O,88
8348,[O-]/[N+](CC1=CC=C(OC)C=C1)=C\C,88
8349,O=[N+]([O-])OCC(C1)N(C2=CC=CC=C2)C1=O,88
8350,O=[N+](C1OC2=C(OC)C=C(OC)C=C2C1)[O-],88
8351,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])C[C@@H](ON=O)C4=CCCC[C@]4(C)[C@@]3([H])CC[C@]12C,88
8352,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])C[C@](OC(C)=O)(N=O)[C@@]4([H])CCCC[C@]4(C)[C@@]3([H])CC[C@]12C,88
8353,CC[C@H](C)[C@H](NC([C@H]1N(/N=C/C2=CC=C([N+]([O-])=O)C=C2)CCC1)=O)C(OC)=O,88
8354,O=C(C1=C([N+]([O-])=O)C(C2=CC=CC=C2)=NC(CC)=C1C)OC,88
8355,C=CC(NC(C)(C)C)=NC1=CC=C([N+]([O-])=O)C=C1,88
8356,O=C(N(N=O)CC1=CC=NC=C1)NC2=CC=CC=C2,88
8357,O=[N+](C1=CC=C(C2=CC=CN2CC)C=C1)[O-],88
8358,O=C(N(C(C)C)C(C)C)C1=CC=C(C)C([N+]([O-])=O)=C1,88
8359,O=C(OC1=CC=C(C)C(C)=C1)C2=CC([N+]([O-])=O)=CC(C)=C2C,88
8360,O=[N+](C1=CC(OC)=C(OCC)C2=C1CN(C)CC2)[O-],88
8361,O=C(NCC1=CC=CC=C1)C2=CC([N+]([O-])=O)=CC=C2OC3CCCCC3,88
8362,O=[N+](C1=CC=CC=C1O[C@H]2[C@H](OC3=CC(C)=CC=C3[N+]([O-])=O)CCCC2)[O-],88
8363,O=[N+](C1=C2C=CC=CC2=C(N(CC)CC)C([N+]([O-])=O)=C1)[O-],88
8364,O=[N+](C1=CC(C2=NOC(C3CCCCC3)C2)=CC=C1)[O-],88
8365,O=[N+](C1=CC=CC=C1C2=NN=C(CC3=CC=C(OC)C=C3)O2)[O-],88
8366,N#CC(NC(C)C)=NC1=CC=C([N+]([O-])=O)C=C1,88
8367,O=C(O[C@@H]1[C@](C2)([H])C=C[C@]2([H])C=C1)C3=CC=C([N+]([O-])=O)C=C3,88
8368,CC(C(CC1)=O)(CC([N+]([O-])=O)C2=CCCC3=C2C=CC=C3)C1=O,88
8369,CC([N+]([O-])=O)(C)CC1=CNC=N1,88
8370,COC1=CC=C(C2(C3)CCC3CC2OC(C4=CC=C([N+]([O-])=O)C=C4)=O)C=C1,88
8371,O=[N+](C[C@@H]([C@@H]1OC(C)(C)OC1)C2=CC=CC=C2)[O-],88
8372,O=C(C1N(N(C(C2=CC=CC=C2)=N/C3=C/C4=CC=CC=C4)C3=O)C1C5=CC=CC([N+]([O-])=O)=C5)OC,88
8373,O=[N+](C1=NN(C2=CC=CC=C2)C(C)N(C3=CC=CC=C3)N1CC)[O-],88
8374,O=[N+](C1=CC=C(N/N=C/COC)C=C1)[O-],88
8375,O=[N+](C1=CC=C(C(C(C)(C)C(C2=CC(C(C(C)(C)C(C3=CC=C([N+]([O-])=O)C=C3)=O)=O)=CC(C(C(C)(C)C(C4=CC=C([N+]([O-])=O)C=C4)=O)=O)=C2)=O)=O)C=C1)[O-],88
8376,O=C(N1C(C2=C(C3=CC=C([N+]([O-])=O)C=C3)C=CN=C2)=CC=C1)OC(C)(C)C,88
8377,O=C1N(N2[C@H](C(OC)(CC)CC)CCC2)CC[C@@H]1[C@H](C3=CC(OC)=C(OC)C(OC)=C3)C[N+]([O-])=O,88
8378,O=[N+](C1=CC=C(C=C1)CCN(CCOC2=CC=C([N+]([O-])=O)C=C2)CCOC3=CC=C([N+]([O-])=O)C=C3)[O-],88
8379,O=C1N(C2=CC=C(OC)C=C2)[C@@H](CC[N+]([O-])=O)[C@H]1OC3=CC=CC=C3,88
8380,O=C(OC)C1=CC=C([N+]([O-])=O)C=C1N=C2N(C3=CC=CC=C3)CCC2,88
8381,O=C1[C@H](CC2=CC=CC=C2)N=C3N=C(N4CCCC4)C([N+]([O-])=O)=C(C)N31,88
8382,O=C(N1C2=CC=CC=C2)C3ON(C(C4=CC=CC([N+]([O-])=O)=C4)N(C5=CC=C(OC)C=C5)C6)C6(C7=CC=CC=C7)C3C1=O,88
8383,O=C1N(CCCC)C(N2[C@H](C3=CC=CC([N+]([O-])=O)=C3)C4=C(C5=C(N4)C=CC=C5)C[C@@]21[H])=O,88
8384,COC1=CC(COC2=CC=CC(OCC3=CC=CC=C3)=C2[N+]([O-])=O)=CC=C1OC,88
8385,O=C1C2([N+]([O-])=O)CC2(C)CO1,88
8386,C=CC1=C([N+]([O-])=O)C=C(OC)C2=C1C=C(C)N2C,88
8387,O=[N+](C1=CC2=CC=C(N(C)C)C3=C2C1=CC=C3N(C)C)[O-],88
8388,O=C(OC)/C(C1=CC=CC([N+]([O-])=O)=C1)=C/C2=CC=CC=C2,88
8389,N#CC1(C#N)C(N)=C(C#N)C(C2=CC=CC=C2)=C(C)C1C3=CC=CC([N+]([O-])=O)=C3,88
8390,CC(NC1=CC=CC([N+]([O-])=O)=C1)(C)C(NC2=CC=CC(NC(C)(C)C(NC3=CC=CC(NC(C)(C)C(NC4=CC=CC=C4)=O)=C3)=O)=C2)=O,88
8391,N#C/C=C(OC1=CC=C([N+]([O-])=O)C=C1)/C2=CC=CC=C2,88
8392,O=C(OC)C1=CC=C(OC)C([N+]([O-])=O)=C1OCC2=CC=CC=C2,88
8393,O=C(N1[C@H](/C=C([N+]([O-])=O)\C)CCCC1)OC(C)(C)C,88
8394,O=C(NC)[C@@H](C1=CC=CC=C1)[C@@H](C2=C3C=CC=CC3=CC=C2)C[N+]([O-])=O,88
8395,NC[C@]1([C@]2([C@@](CCC1)(C)C3=C(CC2)C([N+]([O-])=O)=C(C(C)C)C([N+]([O-])=O)=C3)[H])C,88
8396,O=[N+](CC1=CCCC2=C1C=CC3=C2OCO3)[O-],88
8397,O=C1CC([N+]([O-])=O)(CC2=CC=CC=C2)C(CCC3)C3O1,88
8398,O=[N+](C1=CC=C(C2=NN=C(CCCCCCCCCCCCCCCCC)O2)C=C1)[O-],88
8399,O=C(OC(C(C)=O)CC1=CC=CN1)C2=CC=C([N+]([O-])=O)C=C2,88
8400,O=[N+](C1=CC(C(C2=CC=CC=C2)C=CO3)=C3C=C1)[O-],88
8401,CC(C(C(C)=O)=CC1=COC2=CC=C([N+]([O-])=O)C=C2C1=O)=O,88
8402,O=[N+](C1=CC2=C(C=C1)N(CC(C)C)[C@]3([H])CCCC[C@@]3([H])C2)[O-],88
8403,O=[N+](C1=CC=C(CN2CCN(C3=CC=CC(OC)=C3)CC2)O1)[O-],88
8404,O=C([C@@H]1N[C@H](C2=CC=C(C(C)(C)C)C=C2)[C@H]([N+]([O-])=O)[C@H]1N(C(C3=C4C=CC=C3)=O)C4=O)OC,88
8405,O=C(NC1CCCCC1)C(N(C(C2=O)=C([N+]([O-])=O)C3=C(O2)C=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5,88
8406,O=[N+](C1=C2/C(CCCN2N=C1)=C/C3=CC=CC=C3)[O-],88
8407,O=[N+](C1=C(C2=CC=CC=C2)N3C(NC4=C(C=CC=C4)C3)=C1C5=CC=CC=C5)[O-],88
8408,O=[N+](C1=C(NC2CCCC2)N=CN=C1N(C)C3=CC=CC=C3)[O-],88
8409,O=[N+](C1=CC=C(N2N=NC(C3=CC=CC=C3)=C2CC4=CC=CC=C4)C=C1)[O-],88
8410,CCON=C1CCN(CC2=CC=C([N+]([O-])=O)O2)CC1,88
8411,CON=C1CCCC2=C1C(C3=CC=CC([N+]([O-])=O)=C3)=CC=C2,88
8412,O=C(CCC1)OC(C)CC(C2=CC=CC=C2[N+]([O-])=O)C1=O,88
